Date,Open,High,Low,Close,Volume
2/11/2016,25.5235,25.7402,25.4845,25.566,123668634
3/11/2016,25.557,25.6657,25.2261,25.2898,116960995
4/11/2016,24.9919,25.3831,24.8966,25.0605,133916728
7/11/2016,25.3443,25.447,25.2037,25.4228,137183531
8/11/2016,25.3981,25.7266,25.2609,25.5758,99757727
9/11/2016,25.2997,25.6346,24.883,25.5335,242076737
10/11/2016,25.5833,25.5833,24.3725,24.8212,244617523
11/11/2016,24.6641,25.0664,24.5334,24.9712,146430700
14/11/2016,24.8044,24.826,23.9624,24.3462,222241334
15/11/2016,24.5394,24.7965,24.4481,24.6611,140116026
16/11/2016,24.569,25.3782,24.5462,25.3244,252487739
17/11/2016,25.288,25.4078,25.0585,25.3144,115082556
18/11/2016,25.2659,25.4548,25.2509,25.3394,114122451
21/11/2016,25.3542,25.7898,25.3294,25.7284,118604985
22/11/2016,25.7799,25.8837,25.6513,25.7461,97289339
23/11/2016,25.6425,25.6785,25.403,25.6148,107336014
25/11/2016,25.5932,25.7611,25.55,25.7432,48056717
28/11/2016,25.6589,25.8966,25.6503,25.6925,109021108
29/11/2016,25.5107,25.7994,25.3413,25.6657,120162692
30/11/2016,25.7005,25.8346,25.3881,25.4489,143125425
1/12/2016,25.4128,25.5471,25.1037,25.2114,151484396
2/12/2016,25.1359,25.3473,25.0634,25.3016,103618006
5/12/2016,25.3274,25.3344,24.9291,25.1225,140261912
6/12/2016,25.2134,25.4098,25.1419,25.3144,109386175
7/12/2016,25.1575,25.6049,25.1339,25.569,127287735
8/12/2016,25.5275,25.8867,25.4687,25.8177,112404940
9/12/2016,25.8602,26.4097,25.8602,26.2408,144885023
12/12/2016,26.0897,26.4755,25.9012,26.0927,112552581
13/12/2016,26.2155,26.6942,26.1967,26.5214,182112564
14/12/2016,26.4843,26.759,26.4705,26.5214,140529618
15/12/2016,26.5666,26.8856,26.5314,26.6695,188450296
16/12/2016,26.8228,26.8296,26.6306,26.7069,168081328
19/12/2016,26.6648,27.0259,26.6549,26.864,114227324
20/12/2016,26.8856,27.0504,26.8738,26.9327,81996045
21/12/2016,26.8983,27.0308,26.8934,26.9571,93980937
22/12/2016,26.7953,26.8325,26.6286,26.7805,109269811
23/12/2016,26.6157,26.8345,26.6157,26.8345,59829193
27/12/2016,26.8345,27.124,26.8266,27.0013,76020263
28/12/2016,27.0563,27.176,26.759,26.8885,83853197
29/12/2016,26.8169,26.9699,26.805,26.8856,64059888
30/12/2016,26.866,26.9865,26.5793,26.6695,132827859
3/1/2017,26.6648,26.7903,26.4187,26.7472,120467994
4/1/2017,26.6774,26.8325,26.6549,26.7178,89115042
5/1/2017,26.6942,26.9109,26.6677,26.8561,94219099
6/1/2017,26.8934,27.2114,26.8228,27.1505,134286971
9/1/2017,27.1592,27.5047,27.1564,27.3988,137390282
10/1/2017,27.3475,27.4928,27.2428,27.4281,92002507
11/1/2017,27.3398,27.6147,27.3093,27.5752,114849895
12/1/2017,27.3752,27.4733,27.221,27.4636,115821800
13/1/2017,27.4281,27.5459,27.3575,27.4114,110288116
17/1/2017,27.2527,27.6861,27.223,27.6321,138639514
18/1/2017,27.6321,27.7452,27.5655,27.6302,98046501
19/1/2017,27.4968,27.6539,27.4898,27.5831,103543644
20/1/2017,27.7324,27.7324,27.5733,27.6321,123397119
23/1/2017,27.6321,27.8208,27.5812,27.6539,84513995
24/1/2017,27.5293,27.6569,27.5194,27.6243,98112726
25/1/2017,27.7255,28.1161,27.6959,28.066,137542575
26/1/2017,28.0139,28.1945,28.0011,28.0787,110114044
27/1/2017,28.1258,28.1749,28.0011,28.0816,87371506
30/1/2017,27.8462,28.0041,27.7843,28.0041,129165525
31/1/2017,27.8973,27.952,27.7745,27.9451,173319162
1/2/2017,29.2491,30.049,29.2432,29.6458,478841584
2/2/2017,29.4691,29.7929,29.423,29.6007,139515821
3/2/2017,29.5476,29.7458,29.5163,29.7184,106428581
6/2/2017,29.7312,30.051,29.6801,30.0078,113411145
7/2/2017,30.0607,30.411,30.0412,30.2847,157365333
8/2/2017,30.2482,30.4435,30.2159,30.3984,93206785
9/2/2017,30.4435,30.6329,30.3158,30.629,103926111
10/2/2017,30.6387,30.7467,30.5406,30.5575,83544459
13/2/2017,30.778,30.9448,30.7044,30.8301,95617996
14/2/2017,30.8693,31.2421,30.8205,31.2244,134301650
15/2/2017,31.3435,31.5147,31.1343,31.3405,145425094
16/2/2017,31.3793,31.4267,31.1832,31.3037,93129010
17/2/2017,31.2441,31.4121,31.2441,31.3902,91350790
21/2/2017,31.5052,31.6298,31.4461,31.6169,94836464
22/2/2017,31.5543,31.7143,31.4776,31.7114,76087931
23/2/2017,31.7722,31.7919,31.5227,31.5691,80460009
24/2/2017,31.4297,31.608,31.2882,31.608,91791272
27/2/2017,31.7161,31.7821,31.5167,31.6678,82749810
28/2/2017,31.7044,31.7821,31.6169,31.6818,91450443
1/3/2017,31.8898,32.4128,31.8209,32.3322,151341314
2/3/2017,32.3773,32.444,32.087,32.1341,110556111
3/3/2017,32.092,32.3402,32.0497,32.3302,86394216
6/3/2017,32.2292,32.3282,32.0497,32.2244,81915034
7/3/2017,32.1575,32.3716,32.095,32.2676,72156048
8/3/2017,32.1311,32.3322,32.1019,32.1439,77702168
9/3/2017,32.082,32.095,31.6975,32.0693,89137673
10/3/2017,32.2048,32.2264,32.0594,32.1774,79942710
13/3/2017,32.1834,32.2459,32.1019,32.193,75331181
14/3/2017,32.2167,32.2991,32.1047,32.141,66196115
15/3/2017,32.242,32.5522,32.1478,32.4866,111090776
16/3/2017,32.5442,32.6129,32.4381,32.5374,83158811
17/3/2017,32.6089,32.6089,32.3519,32.3744,164054084
20/3/2017,32.4727,32.7228,32.4314,32.7163,93147385
21/3/2017,32.8699,33.024,32.3184,32.3421,170926621
22/3/2017,32.3421,32.7453,32.3253,32.7063,111818883
23/3/2017,32.6697,32.7395,32.5205,32.5892,87977043
24/3/2017,32.7228,32.7788,32.4599,32.5275,92623739
27/3/2017,32.236,32.6599,32.0556,32.5794,96077087
28/3/2017,32.5863,33.3126,32.5225,33.2567,141637461
29/3/2017,33.2271,33.4165,33.1133,33.3283,121299737
30/3/2017,33.345,33.4185,33.186,33.286,80864928
31/3/2017,33.2371,33.3645,33.0743,33.2221,81259782
3/4/2017,33.2341,33.3283,33.084,33.2321,86417863
4/4/2017,33.1271,33.5106,33.1075,33.4814,84014539
5/4/2017,33.3518,33.6393,33.2597,33.3087,116818264
6/4/2017,33.3695,33.4235,33.1743,33.2221,87765217
7/4/2017,33.24,33.342,33.1301,33.1467,72090288
10/4/2017,33.2075,33.2734,33.0475,33.1075,72149902
11/4/2017,33.0574,33.1496,32.3902,32.7523,131359872
12/4/2017,32.7453,32.8769,32.6109,32.7944,85960194
13/4/2017,32.8211,32.9309,32.6208,32.6208,74122165
17/4/2017,32.7181,32.8141,32.5767,32.8014,67562496
18/4/2017,32.7033,32.8534,32.6357,32.6551,60812566
19/4/2017,32.8141,32.8435,32.4846,32.5345,71428595
20/4/2017,32.6599,33.0524,32.6456,32.9436,96809143
21/4/2017,32.9436,32.9978,32.8063,32.9063,71908528
24/4/2017,33.186,33.2907,33.1104,33.2173,74019903
25/4/2017,33.2811,33.5136,33.2714,33.4264,80737339
26/4/2017,33.4107,33.443,33.1565,33.2271,86552819
27/4/2017,33.283,33.3382,33.1398,33.2538,61433590
28/4/2017,33.3224,33.3714,33.1301,33.2202,90199811
1/5/2017,33.5558,34.0476,33.5255,33.9005,144970473
2/5/2017,34.1252,34.2459,33.9611,34.1174,192126151
3/5/2017,33.6687,34.1124,33.3645,34.0151,197215003
4/5/2017,33.8846,34.0348,33.7178,33.8876,100948944
5/5/2017,33.9435,34.4557,33.9435,34.4507,118164591
8/5/2017,34.4654,35.5447,34.4654,35.3861,210509316
9/5/2017,35.587,35.8147,35.4859,35.6164,168773526
10/5/2017,35.5293,35.6039,35.1749,35.4419,111474756
11/5/2017,35.4025,35.7743,35.3683,35.748,117298627
12/5/2017,35.9208,36.3288,35.913,36.2505,139653962
15/5/2017,36.2306,36.379,36.0069,36.1562,111595570
16/5/2017,36.2131,36.2426,35.9254,36.1051,86107922
17/5/2017,35.6723,35.8923,34.7649,34.8914,218237946
18/5/2017,35.1258,35.6115,35.0982,35.4251,144551700
19/5/2017,35.6213,35.7557,35.4419,35.5437,115787572
22/5/2017,35.7595,35.8943,35.5075,35.7576,98760266
23/5/2017,35.9698,35.9698,35.6039,35.7215,85732093
24/5/2017,35.7294,35.7971,35.4517,35.6115,82709086
25/5/2017,35.7048,35.8421,35.5361,35.7363,82761343
26/5/2017,35.7595,35.8147,35.6039,35.6753,94271489
30/5/2017,35.6312,35.8617,35.6096,35.6899,86636616
31/5/2017,35.7527,35.7971,35.3861,35.4713,105311750
1/6/2017,35.5705,35.6096,35.3485,35.5723,70554654
2/6/2017,35.6703,36.1022,35.5036,36.1022,119300156
5/6/2017,35.8392,35.8655,35.641,35.7462,108880918
6/6/2017,35.7383,36.1825,35.7176,35.8655,114519237
7/6/2017,35.9991,36.2229,35.8705,36.0826,90518058
8/6/2017,36.0531,36.1217,35.8539,35.9915,91061835
9/6/2017,36.0384,36.0384,33.9103,34.594,278993244
12/6/2017,33.8445,33.9267,33.0908,33.7679,310920321
13/6/2017,34.174,34.2389,33.7062,34.0476,146826765
14/6/2017,34.2507,34.2507,33.4009,33.7062,135456037
15/6/2017,33.2811,33.5518,33.024,33.5106,136344955
16/6/2017,33.3892,33.5558,33.0212,33.0377,216463396
19/6/2017,33.3596,34.0807,33.3596,33.9858,139806707
20/6/2017,34.1094,34.1094,33.6569,33.6735,107165004
21/6/2017,33.7933,33.9219,33.5804,33.8746,91574737
22/6/2017,33.8523,34.0739,33.6982,33.82,82188776
23/6/2017,33.7002,34.174,33.6962,33.971,152541702
26/6/2017,34.176,34.4342,33.7581,33.8627,110579894
27/6/2017,33.6735,33.9435,33.3498,33.3772,106498526
28/6/2017,33.5538,33.9316,33.2439,33.8647,94977962
29/6/2017,33.6022,33.7002,33.0397,33.3645,135449698
30/6/2017,33.5443,33.6609,33.3892,33.4459,99060510
3/7/2017,33.6413,33.7383,33.2301,33.3224,61483370
5/7/2017,33.3675,33.6216,33.1427,33.4618,92803935
6/7/2017,33.2105,33.3224,33.0713,33.1427,103825746
7/7/2017,33.1841,33.6118,33.1841,33.4844,80608307
10/7/2017,33.4667,33.8926,33.2927,33.6865,90778027
11/7/2017,33.608,33.8706,33.5305,33.7952,84930412
12/7/2017,33.8746,33.9463,33.6296,33.8445,107067218
13/7/2017,33.7875,34.4802,33.7738,34.3143,108006061
14/7/2017,34.3607,34.6793,34.2123,34.6097,86628954
17/7/2017,34.5549,35.0463,34.4999,34.7333,102361050
18/7/2017,34.6489,34.8628,34.5222,34.8532,76867381
19/7/2017,34.9433,35.163,34.8206,35.072,90045676
20/7/2017,35.1799,35.2366,34.8757,34.9118,74068650
21/7/2017,34.8305,34.9336,34.5706,34.8943,108177235
24/7/2017,34.969,35.3996,34.8108,35.32,92450791
25/7/2017,35.2514,35.7294,35.2514,35.4683,81085983
26/7/2017,35.6135,35.7462,35.5437,35.641,67755487
27/7/2017,35.7098,35.7576,34.2044,34.963,139667626
28/7/2017,34.8078,34.8856,34.646,34.7205,74050654
31/7/2017,34.8108,34.9098,34.3967,34.5352,84891785
1/8/2017,34.6236,34.8836,34.4635,34.8453,146999770
2/8/2017,36.9951,37.0961,36.2642,36.4897,300300847
3/8/2017,36.4681,36.5065,35.9991,36.1265,114651802
4/8/2017,36.2446,36.5465,36.1542,36.3211,88367878
7/8/2017,36.4711,36.9108,36.3838,36.8833,94002727
8/8/2017,36.8333,37.5819,36.7577,37.1667,155596966
9/8/2017,36.9903,37.4524,36.9558,37.4033,112239052
10/8/2017,37.2768,37.3,36.0501,36.2111,170109885
11/8/2017,36.5065,36.9756,36.3867,36.7163,112540658
14/8/2017,37.1434,37.3494,37.0097,37.264,94688239
15/8/2017,37.4554,37.8103,37.3318,37.6711,126022406
16/8/2017,37.7515,37.8879,37.3347,37.5231,118487682
17/8/2017,37.4259,37.467,36.7989,36.8048,117942440
18/8/2017,36.8048,37.1794,36.5331,36.7202,117521712
21/8/2017,36.7202,36.8117,36.1612,36.6495,112985542
22/8/2017,36.8931,37.3,36.843,37.2471,92516578
23/8/2017,37.0842,37.4131,37.0392,37.2961,83122237
24/8/2017,37.4033,37.4747,36.9706,37.1306,84943574
25/8/2017,37.215,37.4328,37.1306,37.2669,109240054
28/8/2017,37.3318,37.7664,37.2837,37.6399,110228339
29/8/2017,37.3248,38.0381,37.3,37.9862,126355413
30/8/2017,38.1853,38.2068,37.9125,38.0872,116769868
31/8/2017,38.1501,38.3512,38.1167,38.2315,114724310
1/9/2017,38.417,38.4511,38.1471,38.2412,71099066
5/9/2017,38.1755,38.2883,37.4328,37.784,126559289
6/9/2017,37.937,38.0057,37.4259,37.7447,92703284
7/9/2017,37.786,37.8232,37.3864,37.5965,93968354
8/9/2017,37.5014,37.57,36.9656,36.9883,121926575
11/9/2017,37.4201,37.7762,37.2739,37.6476,135187333
12/9/2017,37.9125,38.2216,37.0147,37.5014,307150215
13/9/2017,37.2699,37.2913,36.8165,37.215,192455209
14/9/2017,37.0648,37.1568,36.8585,36.9049,101400145
15/9/2017,36.9508,37.5278,36.8371,37.2719,209531651
18/9/2017,37.3278,37.4201,36.8371,36.9981,120785969
19/9/2017,37.1824,37.2442,36.943,37.0077,88336574
20/9/2017,36.8147,36.901,35.8617,36.3867,223901194
21/9/2017,36.3258,36.3258,35.6135,35.7576,160293126
22/9/2017,35.4389,35.4977,35.1042,35.4122,199812663
25/9/2017,34.969,35.3976,34.7747,35.1012,190313985
26/9/2017,35.3861,35.8804,35.3633,35.7078,157103182
27/9/2017,35.8539,36.0699,35.7912,35.955,108964281
28/9/2017,35.8724,35.9678,35.6019,35.7363,94298689
29/9/2017,35.7245,35.9303,35.4349,35.9283,112660404
2/10/2017,35.9618,36.0089,35.6068,35.8558,80136879
3/10/2017,35.9012,36.1562,35.8774,36.0109,69569956
4/10/2017,35.8129,35.8655,35.5437,35.7763,86284672
5/10/2017,35.9421,36.2406,35.911,36.2277,91214846
6/10/2017,36.1285,36.2505,36.0334,36.2051,74573779
9/10/2017,36.3288,36.5351,36.2505,36.3357,69675537
10/10/2017,36.3838,36.8371,36.1582,36.3504,66930247
11/10/2017,36.3671,36.5929,36.3132,36.4947,72411204
12/10/2017,36.4467,36.6892,36.3092,36.3711,70264540
13/10/2017,36.5351,36.6674,36.4613,36.5959,70233197
16/10/2017,36.8147,37.3,36.7577,37.2719,103357318
17/10/2017,37.2471,37.5034,37.1208,37.4131,81379323
18/10/2017,37.4003,37.467,37.2042,37.2424,69729652
19/10/2017,36.5398,36.6183,36.1415,36.3691,181812544
20/10/2017,36.5094,36.7791,36.3642,36.4221,102565788
23/10/2017,36.5731,36.7674,36.2523,36.4072,94194946
24/10/2017,36.432,36.7007,36.4122,36.6223,75657215
25/10/2017,36.5789,36.7331,36.1982,36.4613,90837979
26/10/2017,36.6545,36.7969,36.5465,36.6987,72630597
27/10/2017,37.1356,38.1402,37.0018,38.0204,190453775
30/10/2017,38.2068,39.1841,38.1688,38.8674,191737850
31/10/2017,39.144,39.5482,38.9163,39.413,154617936
1/11/2017,39.6024,39.6188,38.6121,38.9036,144284588
2/11/2017,39.0823,39.2832,38.5326,39.1938,177551212
3/11/2017,40.5668,40.6288,39.8926,40.2135,254782302
6/11/2017,40.1821,40.7953,40.0369,40.6258,149167863
7/11/2017,40.5453,40.8268,40.5453,40.7523,104391895
8/11/2017,40.7208,41.0887,40.6451,41.0887,104504256
9/11/2017,40.8228,41.0575,40.3645,41.0053,126224382
10/11/2017,40.971,41.0377,40.7738,40.8659,107407701
13/11/2017,40.5961,40.8248,40.5715,40.7072,72482299
14/11/2017,40.4904,40.5911,40.0537,40.0888,105535894
15/11/2017,39.7662,39.8466,39.4002,39.558,123945112
16/11/2017,40.0537,40.2117,39.8426,40.0369,100890078
17/11/2017,40.0212,40.1017,39.6947,39.81,93542530
20/11/2017,39.8397,39.9045,39.6748,39.7682,68562522
21/11/2017,39.9583,40.6421,39.9583,40.5117,107066892
22/11/2017,40.5628,40.9435,40.4934,40.9338,109250319
24/11/2017,40.969,41.0644,40.8621,40.9367,59949980
27/11/2017,40.9564,40.9634,40.5579,40.7306,88014074
28/11/2017,40.7807,40.912,40.2087,40.4962,112848215
29/11/2017,40.39,40.4606,39.1115,39.655,177265489
30/11/2017,39.874,40.2743,39.4159,40.2057,177329818
1/12/2017,39.7613,40.1643,39.4294,40.0241,169831045
4/12/2017,40.3548,40.388,39.6917,39.7304,138965812
5/12/2017,39.553,40.1301,39.4061,39.6947,116751215
6/12/2017,39.1918,39.82,38.941,39.5511,121383506
7/12/2017,39.5452,39.8759,39.5189,39.6161,109655221
8/12/2017,39.8887,40.0113,39.4961,39.6286,99564848
11/12/2017,39.5875,40.4537,39.4894,40.4,146454531
12/12/2017,40.2772,40.3323,40.1155,40.1693,82885659
13/12/2017,40.3596,40.606,40.241,40.3067,100026389
14/12/2017,40.3353,40.5088,40.1594,40.294,87372841
15/12/2017,40.6258,40.7493,40.3498,40.7072,171517763
18/12/2017,40.914,41.4547,40.91,41.2791,125603602
19/12/2017,40.9515,41.0397,40.7306,40.8327,117083656
20/12/2017,40.912,41.0476,40.5384,40.7933,100254874
21/12/2017,40.7493,41.1859,40.7334,40.9465,89117054
22/12/2017,40.8689,41.0476,40.8248,40.9465,69840566
26/12/2017,39.9622,40.1175,39.7044,39.9075,141661816
27/12/2017,39.7975,39.9583,39.7111,39.9143,91806564
28/12/2017,40.0113,40.2057,39.8857,40.031,70341140
29/12/2017,39.8946,39.9123,39.5925,39.5945,110892656
2/1/2018,39.813,40.3127,39.6024,40.3038,109069688
3/1/2018,40.3675,40.8366,40.2312,40.2969,125940453
4/1/2018,40.3694,40.5891,40.2605,40.4874,95519129
5/1/2018,40.5813,41.0347,40.4934,40.9435,100851184
8/1/2018,40.7933,41.0887,40.6974,40.8032,87746713
9/1/2018,40.8366,40.9594,40.5735,40.7876,92032835
10/1/2018,40.5156,40.7807,40.4805,40.7778,102314952
11/1/2018,40.8466,41.0615,40.8248,41.0122,79726241
12/1/2018,41.2231,41.4941,41.0984,41.4283,108272512
16/1/2018,41.6216,41.9731,41.2132,41.2251,126158897
17/1/2018,41.2152,41.9414,40.9614,41.9051,146466536
18/1/2018,41.9691,42.1396,41.7069,41.9434,132880948
19/1/2018,41.7914,42.0169,41.5038,41.757,134544492
22/1/2018,41.4794,41.594,41.3203,41.4127,115667604
23/1/2018,41.4794,41.9856,41.3694,41.4214,139079089
24/1/2018,41.4665,41.4794,40.5255,40.7611,219592102
25/1/2018,40.8268,40.9318,39.8976,40.0389,177150058
26/1/2018,40.241,40.241,39.7877,40.1273,167076509
29/1/2018,39.813,39.813,39.0892,39.2989,216130312
30/1/2018,38.7309,39.1608,38.5346,39.0666,195339155
31/1/2018,39.0408,39.4159,38.9508,39.1756,137937496
1/2/2018,39.1144,39.456,39.0143,39.254,196278710
2/2/2018,38.8406,39.0242,37.4592,37.5524,367485324
5/2/2018,37.2207,38.3374,36.4966,36.6105,308773185
6/2/2018,36.2277,38.302,36.0305,38.1451,291674090
7/2/2018,38.1559,38.2295,37.2131,37.3178,220038418
8/2/2018,37.5034,37.6674,36.2798,36.3033,231575854
9/2/2018,36.9049,37.0911,35.2958,36.7479,300520068
12/2/2018,37.2325,38.5003,37.0048,38.2216,258721547
13/2/2018,38.0519,38.7075,37.9812,38.6102,138275165
14/2/2018,38.3001,39.3607,38.2658,39.3207,172324768
15/2/2018,39.8857,40.6677,39.7073,40.6421,216732408
16/2/2018,40.4943,41.0701,40.3518,40.5088,170780891
20/2/2018,40.4188,40.9367,40.2704,40.3714,144277252
21/2/2018,40.6031,40.9023,40.1723,40.1861,159137656
22/2/2018,40.3596,40.864,40.3383,40.5255,131764973
23/2/2018,40.7972,41.2665,40.768,41.233,143808460
26/2/2018,41.4283,42.1446,41.3959,42.0456,161160494
27/2/2018,42.0739,42.4037,41.8599,41.911,165703163
28/2/2018,42.1131,42.4321,41.8335,41.8502,160825109
1/3/2018,41.9463,42.232,40.5628,41.1142,207732606
2/3/2018,40.5961,41.4165,40.5137,41.3959,163684775
5/3/2018,41.1643,41.757,41.0003,41.5353,120894496
6/3/2018,41.7983,41.8798,41.3773,41.499,101259200
7/3/2018,41.0984,41.3125,40.9396,41.1211,134950345
8/3/2018,41.228,41.6099,41.131,41.5646,101197902
9/3/2018,41.8109,42.2857,41.6716,42.2808,137000769
12/3/2018,42.3574,42.8481,42.3378,42.6894,137094078
13/3/2018,42.8943,43.1122,42.1071,42.2788,134908067
14/3/2018,42.3642,42.4095,41.7747,41.9218,125010634
15/3/2018,41.9364,42.3447,41.8375,41.9711,96812247
16/3/2018,41.9711,42.0779,41.7287,41.8256,167731732
19/3/2018,41.655,41.6912,40.7972,41.1839,142370999
20/3/2018,41.1722,41.5313,41.0984,41.1722,83640281
21/3/2018,41.1241,41.1359,40.2312,40.2332,157729662
22/3/2018,39.9357,40.5668,39.6092,39.6699,176611427
23/3/2018,39.558,39.9172,38.7533,38.7533,174644925
26/3/2018,39.4826,40.6697,39.1017,40.5891,159799667
27/3/2018,40.8002,41.1497,39.2117,39.5452,174192841
28/3/2018,39.291,39.9406,38.8094,39.1115,177368154
